,v,vw,o,c,h,l,t,n
644,190578.0,1.3322,1.33415,1.331,1.33705,1.32657,2013-01-22 08:00:00,190578
645,178940.0,1.3313,1.331,1.33121,1.33537,1.32632,2013-01-23 08:00:00,178940
646,197339.0,1.3345,1.33121,1.33609,1.33916,1.3285,2013-01-24 08:00:00,197339
647,186257.0,1.3439,1.33608,1.34558,1.34781,1.33577,2013-01-25 08:00:00,186257
648,22037.0,1.3457,1.3463,1.34579,1.34699,1.34491,2013-01-27 08:00:00,22037
649,161888.0,1.3448,1.3458,1.34558,1.34762,1.34234,2013-01-28 08:00:00,161888
650,181238.0,1.3461,1.3456,1.3487,1.34964,1.34132,2013-01-29 08:00:00,181238
651,204696.0,1.3545,1.3487,1.35675,1.35862,1.34809,2013-01-30 08:00:00,204696
652,196900.0,1.3574,1.35675,1.36221,1.36326,1.35401,2013-01-31 08:00:00,196900
653,203188.0,1.3648,1.36221,1.36379,1.37098,1.35851,2013-02-01 08:00:00,203188
654,22884.0,1.3636,1.36527,1.36201,1.36587,1.36174,2013-02-03 08:00:00,22884
655,183822.0,1.3556,1.36202,1.34853,1.36354,1.34834,2013-02-04 08:00:00,183822
656,232524.0,1.354,1.34854,1.35757,1.35964,1.34573,2013-02-05 08:00:00,232524
657,201972.0,1.3526,1.35757,1.35099,1.35809,1.34923,2013-02-06 08:00:00,201972
658,244436.0,1.3472,1.351,1.34093,1.35766,1.33694,2013-02-07 08:00:00,244436
659,164923.0,1.3393,1.34092,1.33618,1.34281,1.33522,2013-02-08 08:00:00,164923
660,13172.0,1.3369,1.33744,1.33724,1.33774,1.3362,2013-02-10 08:00:00,13172
661,166841.0,1.339,1.33724,1.33899,1.34264,1.33559,2013-02-11 08:00:00,166841
662,191939.0,1.3425,1.339,1.34452,1.34745,1.33628,2013-02-12 08:00:00,191939
663,179890.0,1.3464,1.34453,1.34376,1.35188,1.34251,2013-02-13 08:00:00,179890
664,194190.0,1.3354,1.34375,1.33538,1.34437,1.33141,2013-02-14 08:00:00,194190
665,165052.0,1.3345,1.33537,1.33619,1.33922,1.33053,2013-02-15 08:00:00,165052
666,21540.0,1.334,1.33471,1.33299,1.33577,1.33245,2013-02-17 08:00:00,21540
667,121658.0,1.3347,1.33301,1.33507,1.33783,1.33204,2013-02-18 08:00:00,121658
668,159344.0,1.3366,1.33507,1.34126,1.34329,1.33276,2013-02-19 08:00:00,159344
669,197753.0,1.3355,1.34126,1.32643,1.34307,1.32541,2013-02-20 08:00:00,197753
670,229506.0,1.3204,1.32643,1.32118,1.32755,1.31598,2013-02-21 08:00:00,229506
671,153119.0,1.319,1.32116,1.31859,1.32442,1.31439,2013-02-22 08:00:00,153119
672,25468.0,1.3189,1.3215,1.31885,1.3215,1.31804,2013-02-24 08:00:00,25468
673,293517.0,1.3177,1.31885,1.30531,1.33179,1.30373,2013-02-25 08:00:00,293517
674,276890.0,1.3068,1.30536,1.30628,1.31219,1.30171,2013-02-26 08:00:00,276890
675,225655.0,1.3102,1.30628,1.31401,1.31606,1.30509,2013-02-27 08:00:00,225655
676,176029.0,1.3102,1.314,1.30734,1.31561,1.30517,2013-02-28 08:00:00,176029
677,185854.0,1.3021,1.30734,1.30193,1.30999,1.29653,2013-03-01 08:00:00,185854
678,22908.0,1.3014,1.30104,1.30141,1.303,1.30008,2013-03-03 08:00:00,22908
679,150105.0,1.3007,1.30141,1.30327,1.30398,1.29811,2013-03-04 08:00:00,150105
680,146001.0,1.3041,1.30328,1.30576,1.30742,1.3009,2013-03-05 08:00:00,146001
681,144796.0,1.3015,1.30576,1.29924,1.30694,1.29626,2013-03-06 08:00:00,144796
682,197102.0,1.3058,1.29927,1.30903,1.31172,1.29832,2013-03-07 08:00:00,197102
683,162553.0,1.3034,1.30903,1.29991,1.31334,1.29542,2013-03-08 08:00:00,162553
684,17558.0,1.2993,1.29832,1.30043,1.30079,1.29782,2013-03-10 08:00:00,17558
685,128099.0,1.3012,1.30045,1.30237,1.30526,1.29864,2013-03-11 08:00:00,128099
686,172572.0,1.3027,1.3024,1.30361,1.30735,1.29899,2013-03-12 08:00:00,172572
687,182749.0,1.2984,1.30364,1.29537,1.30637,1.29222,2013-03-13 08:00:00,182749
688,185529.0,1.2965,1.29539,1.30104,1.30315,1.29102,2013-03-14 08:00:00,185529
689,165206.0,1.3057,1.30105,1.30734,1.3106,1.30094,2013-03-15 08:00:00,165206
690,54407.0,1.2906,1.29055,1.29101,1.29309,1.28872,2013-03-17 08:00:00,54407
691,202649.0,1.2943,1.29104,1.29525,1.29947,1.28808,2013-03-18 08:00:00,202649
692,235466.0,1.291,1.29524,1.28736,1.29689,1.28423,2013-03-19 08:00:00,235466
693,212368.0,1.2932,1.28738,1.29476,1.29772,1.28679,2013-03-20 08:00:00,212368
694,219554.0,1.2909,1.29476,1.29139,1.29493,1.28786,2013-03-21 08:00:00,219554
695,174518.0,1.2951,1.2914,1.29881,1.3009,1.2887,2013-03-22 08:00:00,174518
696,42342.0,1.3017,1.29419,1.30285,1.30467,1.29404,2013-03-24 08:00:00,42342
697,230929.0,1.2922,1.30289,1.28665,1.30471,1.28287,2013-03-25 08:00:00,230929
698,185621.0,1.2862,1.28665,1.2841,1.28888,1.28267,2013-03-26 08:00:00,185621
699,181288.0,1.2791,1.2841,1.2778,1.28537,1.27497,2013-03-27 08:00:00,181288
700,166192.0,1.2806,1.2778,1.28265,1.28433,1.27541,2013-03-28 08:00:00,166192
701,46105.0,1.2815,1.28264,1.28144,1.28311,1.27918,2013-03-29 08:00:00,46105
702,14594.0,1.2788,1.28023,1.27806,1.28122,1.27701,2013-03-31 08:00:00,14594
703,88770.0,1.2834,1.27807,1.2867,1.28766,1.27736,2013-04-01 08:00:00,88770
704,151192.0,1.2833,1.2867,1.28048,1.28724,1.27943,2013-04-02 08:00:00,151192
705,144261.0,1.2831,1.28047,1.28471,1.28633,1.27888,2013-04-03 08:00:00,144261
706,245091.0,1.2841,1.28471,1.2927,1.29479,1.27438,2013-04-04 08:00:00,245091
707,179374.0,1.2967,1.2927,1.29961,1.30387,1.28995,2013-04-05 08:00:00,179374
708,25617.0,1.2993,1.29676,1.29874,1.3005,1.29669,2013-04-07 08:00:00,25617
709,163410.0,1.3016,1.29872,1.30442,1.3067,1.29673,2013-04-08 08:00:00,163410
710,176210.0,1.3057,1.30442,1.30887,1.31019,1.30039,2013-04-09 08:00:00,176210
711,161281.0,1.308,1.30887,1.3058,1.31208,1.30427,2013-04-10 08:00:00,161281
712,163605.0,1.3105,1.30578,1.31121,1.31372,1.30563,2013-04-11 08:00:00,163605
713,153996.0,1.3075,1.31121,1.31067,1.31254,1.30356,2013-04-12 08:00:00,153996
714,32492.0,1.3091,1.31112,1.30759,1.31127,1.30638,2013-04-14 08:00:00,32492
715,227109.0,1.3065,1.30761,1.30625,1.31065,1.30205,2013-04-15 08:00:00,227109
716,223331.0,1.3119,1.30626,1.31723,1.32005,1.30269,2013-04-16 08:00:00,223331
717,248064.0,1.3095,1.31722,1.30539,1.31986,1.30001,2013-04-17 08:00:00,248064
718,214286.0,1.3056,1.3054,1.30645,1.30952,1.3025,2013-04-18 08:00:00,214286
719,163894.0,1.3082,1.30645,1.30516,1.31278,1.30454,2013-04-19 08:00:00,163894
720,21176.0,1.3067,1.3078,1.30746,1.30829,1.30523,2013-04-21 08:00:00,21176
721,159573.0,1.3044,1.30747,1.30327,1.3075,1.30139,2013-04-22 08:00:00,159573
722,198580.0,1.3006,1.30328,1.29982,1.30831,1.29718,2013-04-23 08:00:00,198580
723,171708.0,1.3003,1.29982,1.30448,1.30608,1.29543,2013-04-24 08:00:00,171708
724,188721.0,1.3035,1.30448,1.30336,1.30924,1.29877,2013-04-25 08:00:00,188721
725,146911.0,1.3021,1.30337,1.30272,1.30438,1.29896,2013-04-26 08:00:00,146911
726,19137.0,1.3047,1.30453,1.30469,1.30656,1.30305,2013-04-28 08:00:00,19137
727,140858.0,1.3087,1.30471,1.3095,1.31154,1.30414,2013-04-29 08:00:00,140858
728,175609.0,1.3121,1.3095,1.3162,1.31851,1.30526,2013-04-30 08:00:00,175609
729,154360.0,1.3195,1.3162,1.31672,1.32418,1.31594,2013-05-01 08:00:00,154360
730,232114.0,1.3124,1.31673,1.30713,1.32177,1.30363,2013-05-02 08:00:00,232114
731,191398.0,1.3101,1.30714,1.3113,1.31586,1.30321,2013-05-03 08:00:00,191398
732,15650.0,1.3123,1.31172,1.31231,1.31399,1.31091,2013-05-05 08:00:00,15650
733,109212.0,1.309,1.31231,1.30785,1.31231,1.30524,2013-05-06 08:00:00,109212
734,151757.0,1.3092,1.30785,1.30893,1.31309,1.30669,2013-05-07 08:00:00,151757
735,174099.0,1.3143,1.30892,1.31635,1.31934,1.30858,2013-05-08 08:00:00,174099
736,207589.0,1.3095,1.31635,1.30405,1.3176,1.3009,2013-05-09 08:00:00,207589
737,221040.0,1.2995,1.30407,1.29899,1.305,1.29342,2013-05-10 08:00:00,221040
738,22412.0,1.2968,1.29695,1.29659,1.29771,1.29585,2013-05-12 08:00:00,22412
739,187707.0,1.2979,1.29658,1.30064,1.30251,1.29403,2013-05-13 08:00:00,187707
740,212347.0,1.2972,1.30064,1.29341,1.30282,1.29107,2013-05-14 08:00:00,212347
741,220793.0,1.2879,1.2934,1.28684,1.29416,1.28423,2013-05-15 08:00:00,220793
742,208741.0,1.2885,1.28683,1.28575,1.29291,1.28454,2013-05-16 08:00:00,208741
743,172698.0,1.2841,1.28575,1.28335,1.2888,1.27953,2013-05-17 08:00:00,172698
744,27545.0,1.2833,1.28406,1.28416,1.28472,1.28183,2013-05-19 08:00:00,27545
745,168590.0,1.2866,1.28415,1.28864,1.29028,1.28354,2013-05-20 08:00:00,168590
746,191189.0,1.2885,1.28865,1.29192,1.29377,1.284,2013-05-21 08:00:00,191189
747,283640.0,1.2899,1.29191,1.2847,1.29971,1.28231,2013-05-22 08:00:00,283640
748,272980.0,1.2894,1.28469,1.29194,1.29558,1.28204,2013-05-23 08:00:00,272980
749,185583.0,1.2942,1.29194,1.29332,1.29924,1.29095,2013-05-24 08:00:00,185583
750,21453.0,1.2927,1.29326,1.29204,1.29434,1.29142,2013-05-26 08:00:00,21453
751,84080.0,1.2926,1.29204,1.29162,1.29476,1.28829,2013-05-27 08:00:00,84080
752,183598.0,1.289,1.29162,1.28545,1.29487,1.28404,2013-05-28 08:00:00,183598
753,238707.0,1.2924,1.28545,1.29612,1.29766,1.28367,2013-05-29 08:00:00,238707
754,241410.0,1.3005,1.29613,1.30344,1.30603,1.29406,2013-05-30 08:00:00,241410
755,234621.0,1.2992,1.30342,1.29945,1.30457,1.29431,2013-05-31 08:00:00,234621
756,22959.0,1.2998,1.29863,1.30136,1.30146,1.29834,2013-06-02 08:00:00,22959
757,240778.0,1.3036,1.30138,1.30565,1.31069,1.29544,2013-06-03 08:00:00,240778
758,214358.0,1.3072,1.30564,1.30885,1.31005,1.3041,2013-06-04 08:00:00,214358
759,248597.0,1.3081,1.30885,1.30947,1.31151,1.30519,2013-06-05 08:00:00,248597
760,355918.0,1.3187,1.30946,1.32555,1.3305,1.30901,2013-06-06 08:00:00,355918
761,280032.0,1.3231,1.32555,1.32117,1.32836,1.31904,2013-06-07 08:00:00,280032
762,27468.0,1.3209,1.31852,1.32003,1.32276,1.31852,2013-06-09 08:00:00,27468
763,224485.0,1.322,1.32003,1.32714,1.3291,1.31764,2013-06-10 08:00:00,224485
764,260476.0,1.3278,1.32714,1.33103,1.33164,1.3231,2013-06-11 08:00:00,260476
765,233188.0,1.3317,1.33105,1.33542,1.33689,1.32643,2013-06-12 08:00:00,233188
766,255437.0,1.3333,1.33542,1.33471,1.33892,1.32776,2013-06-13 08:00:00,255437
767,173819.0,1.3327,1.33473,1.33416,1.33537,1.32936,2013-06-14 08:00:00,173819
768,17532.0,1.3336,1.33447,1.332,1.33563,1.33197,2013-06-16 08:00:00,17532
769,145196.0,1.3343,1.332,1.33529,1.33803,1.33174,2013-06-17 08:00:00,145196
770,191057.0,1.3378,1.33529,1.33896,1.34146,1.33248,2013-06-18 08:00:00,191057
771,241489.0,1.3341,1.33895,1.32552,1.34156,1.32526,2013-06-19 08:00:00,241489
772,312286.0,1.3213,1.3255,1.32354,1.32668,1.31602,2013-06-20 08:00:00,312286
773,203577.0,1.3171,1.32355,1.31187,1.32486,1.30975,2013-06-21 08:00:00,203577
774,28925.0,1.3102,1.3084,1.30976,1.31129,1.3084,2013-06-23 08:00:00,28925
775,231293.0,1.3102,1.3098,1.31118,1.31428,1.30579,2013-06-24 08:00:00,231293
776,215482.0,1.3103,1.31118,1.3066,1.31497,1.30557,2013-06-25 08:00:00,215482
777,203178.0,1.3031,1.3066,1.30277,1.30822,1.29839,2013-06-26 08:00:00,203178
778,177747.0,1.3031,1.30277,1.30666,1.30739,1.29992,2013-06-27 08:00:00,177747
779,163381.0,1.304,1.30665,1.30092,1.31022,1.29901,2013-06-28 08:00:00,163381
780,18812.0,1.3014,1.30079,1.30222,1.30244,1.30042,2013-06-30 08:00:00,18812
781,134836.0,1.3042,1.30224,1.30603,1.30699,1.30131,2013-07-01 08:00:00,134836
782,170891.0,1.3014,1.30601,1.29713,1.30772,1.29623,2013-07-02 08:00:00,170891
783,177488.0,1.2973,1.29713,1.29941,1.30296,1.29221,2013-07-03 08:00:00,177488
784,162634.0,1.2941,1.29939,1.2897,1.30162,1.2882,2013-07-04 08:00:00,162634
785,165982.0,1.285,1.2897,1.28287,1.2902,1.28049,2013-07-05 08:00:00,165982
786,16694.0,1.2822,1.28072,1.28195,1.28312,1.28072,2013-07-07 08:00:00,16694
787,127856.0,1.2851,1.28197,1.286,1.28808,1.28105,2013-07-08 08:00:00,127856
788,180274.0,1.2826,1.286,1.27773,1.2897,1.27541,2013-07-09 08:00:00,180274
789,311032.0,1.2933,1.27773,1.31328,1.32056,1.27729,2013-07-10 08:00:00,311032
790,258089.0,1.3062,1.31328,1.30818,1.3145,1.30046,2013-07-11 08:00:00,258089
791,158976.0,1.3047,1.30819,1.30657,1.30897,1.2998,2013-07-12 08:00:00,158976
792,15630.0,1.3063,1.30764,1.3067,1.30764,1.30504,2013-07-14 08:00:00,15630
793,160994.0,1.3045,1.30671,1.30684,1.30779,1.29923,2013-07-15 08:00:00,160994
794,191323.0,1.3116,1.30684,1.3139,1.31735,1.30475,2013-07-16 08:00:00,191323
795,225765.0,1.3132,1.31391,1.30945,1.31772,1.3082,2013-07-17 08:00:00,225765
796,179022.0,1.3098,1.30945,1.31348,1.31493,1.30652,2013-07-18 08:00:00,179022
797,123426.0,1.3127,1.31348,1.31343,1.31534,1.30956,2013-07-19 08:00:00,123426
798,21818.0,1.3155,1.31341,1.31545,1.31682,1.3134,2013-07-21 08:00:00,21818
799,136530.0,1.3181,1.31545,1.31978,1.32172,1.3143,2013-07-22 08:00:00,136530
800,152016.0,1.3198,1.31978,1.3208,1.32379,1.31624,2013-07-23 08:00:00,152016
801,189272.0,1.3218,1.32079,1.32042,1.32552,1.31755,2013-07-24 08:00:00,189272
802,195896.0,1.3229,1.3204,1.32807,1.32948,1.31646,2013-07-25 08:00:00,195896
803,133645.0,1.3275,1.32807,1.32762,1.3296,1.32515,2013-07-26 08:00:00,133645
804,16820.0,1.3286,1.32822,1.32823,1.32926,1.3274,2013-07-28 08:00:00,16820
805,145275.0,1.3264,1.32824,1.32525,1.32942,1.32382,2013-07-29 08:00:00,145275
806,141955.0,1.3265,1.32524,1.32542,1.33012,1.32333,2013-07-30 08:00:00,141955
807,238906.0,1.3272,1.32543,1.32744,1.33436,1.32081,2013-07-31 08:00:00,238906
808,201181.0,1.3229,1.32743,1.32169,1.32764,1.31883,2013-08-01 08:00:00,201181
809,162994.0,1.325,1.32169,1.32793,1.3293,1.31867,2013-08-02 08:00:00,162994
810,18583.0,1.3274,1.3277,1.32741,1.32863,1.32622,2013-08-04 08:00:00,18583
811,128097.0,1.3263,1.32738,1.32611,1.32993,1.32316,2013-08-05 08:00:00,128097
812,143063.0,1.3288,1.32611,1.32957,1.33221,1.3245,2013-08-06 08:00:00,143063
813,173121.0,1.3309,1.32956,1.3335,1.33446,1.32647,2013-08-07 08:00:00,173121
814,145174.0,1.3368,1.3335,1.33795,1.33997,1.33307,2013-08-08 08:00:00,145174
815,97203.0,1.3363,1.33795,1.33387,1.33893,1.33315,2013-08-09 08:00:00,97203
816,17435.0,1.3329,1.33128,1.33216,1.3343,1.33128,2013-08-11 08:00:00,17435
817,108768.0,1.3299,1.33218,1.33086,1.33322,1.32762,2013-08-12 08:00:00,108768
818,156819.0,1.3272,1.33088,1.32618,1.33164,1.32324,2013-08-13 08:00:00,156819
819,141507.0,1.3261,1.32618,1.32885,1.33097,1.32379,2013-08-14 08:00:00,141507
820,188490.0,1.3286,1.32886,1.33448,1.33622,1.32043,2013-08-15 08:00:00,188490
821,126189.0,1.3341,1.3345,1.33253,1.33792,1.33099,2013-08-16 08:00:00,126189
822,17029.0,1.3331,1.333,1.33256,1.33412,1.33201,2013-08-18 08:00:00,17029
823,116159.0,1.3342,1.33255,1.33491,1.33738,1.33142,2013-08-19 08:00:00,116159
824,161190.0,1.3397,1.33491,1.34205,1.34509,1.33222,2013-08-20 08:00:00,161190
825,167153.0,1.3375,1.34205,1.33382,1.34234,1.33303,2013-08-21 08:00:00,167153
826,148708.0,1.334,1.33384,1.33479,1.33721,1.32971,2013-08-22 08:00:00,148708
827,120092.0,1.3365,1.33476,1.33748,1.34086,1.33322,2013-08-23 08:00:00,120092
828,13009.0,1.3382,1.33769,1.33814,1.339,1.33761,2013-08-25 08:00:00,13009
829,79200.0,1.3374,1.33814,1.33735,1.3393,1.33554,2013-08-26 08:00:00,79200
830,144222.0,1.3367,1.33733,1.33834,1.33978,1.3321,2013-08-27 08:00:00,144222
831,148837.0,1.3344,1.33833,1.33357,1.33856,1.3304,2013-08-28 08:00:00,148837
832,154145.0,1.3254,1.33357,1.32401,1.33365,1.32181,2013-08-29 08:00:00,154145
833,122115.0,1.322,1.32402,1.322,1.3252,1.31721,2013-08-30 08:00:00,122115
834,17666.0,1.3204,1.32049,1.32063,1.32139,1.31907,2013-09-01 08:00:00,17666
835,86987.0,1.3205,1.32063,1.31889,1.32262,1.31827,2013-09-02 08:00:00,86987
836,127333.0,1.3167,1.31889,1.31648,1.31958,1.31373,2013-09-03 08:00:00,127333
837,114216.0,1.3183,1.31648,1.31897,1.32168,1.31558,2013-09-04 08:00:00,114216
838,164662.0,1.316,1.31896,1.31329,1.32221,1.31093,2013-09-05 08:00:00,164662
839,132569.0,1.3145,1.31329,1.31755,1.31886,1.31037,2013-09-06 08:00:00,132569
840,13003.0,1.3172,1.31559,1.31703,1.31804,1.31559,2013-09-08 08:00:00,13003
841,111296.0,1.3223,1.31701,1.32613,1.32797,1.31656,2013-09-09 08:00:00,111296
842,120047.0,1.3256,1.32614,1.32558,1.3281,1.3229,2013-09-10 08:00:00,120047
843,129982.0,1.3284,1.32558,1.33192,1.33236,1.32428,2013-09-11 08:00:00,129982
844,135000.0,1.3296,1.33191,1.32824,1.33237,1.32552,2013-09-12 08:00:00,135000
845,115965.0,1.3283,1.32824,1.32979,1.33208,1.32526,2013-09-13 08:00:00,115965
846,22142.0,1.3366,1.33493,1.33686,1.3381,1.33493,2013-09-15 08:00:00,22142
847,106073.0,1.3354,1.33684,1.33324,1.33845,1.33241,2013-09-16 08:00:00,106073
848,88122.0,1.3353,1.33324,1.33508,1.33685,1.33281,2013-09-17 08:00:00,88122
849,177128.0,1.3431,1.33508,1.35298,1.35408,1.3337,2013-09-18 08:00:00,177128
850,149737.0,1.354,1.35298,1.35373,1.35676,1.35083,2013-09-19 08:00:00,149737
851,109259.0,1.3525,1.35372,1.35253,1.3548,1.34967,2013-09-20 08:00:00,109259
852,11148.0,1.3529,1.35412,1.35251,1.35452,1.3519,2013-09-22 08:00:00,11148
853,111484.0,1.3506,1.35252,1.34929,1.35436,1.34784,2013-09-23 08:00:00,111484
854,111848.0,1.3486,1.34929,1.34653,1.35177,1.34606,2013-09-24 08:00:00,111848
855,99080.0,1.3506,1.34654,1.35222,1.35363,1.34633,2013-09-25 08:00:00,99080
856,95214.0,1.3495,1.35222,1.34786,1.35252,1.34711,2013-09-26 08:00:00,95214
857,94838.0,1.3524,1.34785,1.35195,1.35635,1.34783,2013-09-27 08:00:00,94838
858,14850.0,1.3493,1.34853,1.3502,1.35037,1.34764,2013-09-29 08:00:00,14850
859,108671.0,1.3519,1.35019,1.35334,1.35552,1.34765,2013-09-30 08:00:00,108671
860,123196.0,1.3542,1.35334,1.3519,1.35869,1.35064,2013-10-01 08:00:00,123196
861,136573.0,1.3563,1.35191,1.36042,1.36221,1.35035,2013-10-02 08:00:00,136573
862,125156.0,1.3612,1.36042,1.36212,1.36453,1.35855,2013-10-03 08:00:00,125156
863,90519.0,1.3588,1.36212,1.35521,1.36292,1.35372,2013-10-04 08:00:00,90519
864,11623.0,1.3566,1.35564,1.3563,1.35732,1.35564,2013-10-06 08:00:00,11623
865,96268.0,1.3571,1.3563,1.35617,1.359,1.35415,2013-10-07 08:00:00,96268
866,112349.0,1.3577,1.35616,1.35649,1.36061,1.35564,2013-10-08 08:00:00,112349
867,138698.0,1.3518,1.35651,1.34987,1.35679,1.34846,2013-10-09 08:00:00,138698
868,122076.0,1.3522,1.34987,1.35374,1.35458,1.34864,2013-10-10 08:00:00,122076
869,93283.0,1.3555,1.35374,1.35378,1.35806,1.35223,2013-10-11 08:00:00,93283
870,9244.0,1.3556,1.35568,1.35618,1.35644,1.35498,2013-10-13 08:00:00,9244
871,80729.0,1.3568,1.35618,1.35615,1.35967,1.35443,2013-10-14 08:00:00,80729
872,149929.0,1.3511,1.35616,1.35115,1.35699,1.34783,2013-10-15 08:00:00,149929
873,148831.0,1.3525,1.35116,1.35448,1.35667,1.34717,2013-10-16 08:00:00,148831
874,165355.0,1.3639,1.35448,1.36631,1.36808,1.354,2013-10-17 08:00:00,165355
875,98564.0,1.3683,1.36631,1.36823,1.37029,1.36608,2013-10-18 08:00:00,98564
876,11293.0,1.3676,1.36825,1.36731,1.3687,1.36696,2013-10-20 08:00:00,11293
877,85398.0,1.3671,1.3673,1.36639,1.36876,1.36501,2013-10-21 08:00:00,85398
878,130692.0,1.3738,1.36639,1.37848,1.37917,1.36634,2013-10-22 08:00:00,130692
879,129692.0,1.3769,1.37848,1.37879,1.37919,1.37403,2013-10-23 08:00:00,129692
880,139287.0,1.3799,1.3788,1.38057,1.38241,1.37634,2013-10-24 08:00:00,139287
881,115058.0,1.3802,1.38057,1.38009,1.38314,1.37733,2013-10-25 08:00:00,115058
882,10924.0,1.3808,1.38027,1.38075,1.38167,1.37992,2013-10-27 08:00:00,10924
883,102516.0,1.3791,1.38075,1.37771,1.38161,1.37682,2013-10-28 08:00:00,102516
884,144163.0,1.3764,1.37772,1.37348,1.38123,1.37317,2013-10-29 08:00:00,144163
885,160706.0,1.3744,1.37348,1.37081,1.37843,1.36945,2013-10-30 08:00:00,160706
886,180604.0,1.3629,1.3708,1.35549,1.37142,1.35384,2013-10-31 08:00:00,180604
887,131062.0,1.3511,1.3555,1.34891,1.35657,1.34789,2013-11-01 08:00:00,131062
888,22030.0,1.3478,1.34847,1.34791,1.3501,1.34407,2013-11-03 08:00:00,22030
889,100740.0,1.3505,1.34791,1.34962,1.35233,1.34771,2013-11-04 08:00:00,100740
890,134068.0,1.3481,1.34962,1.35073,1.35204,1.34479,2013-11-05 08:00:00,134068
891,120456.0,1.3516,1.35074,1.35162,1.35466,1.34871,2013-11-06 08:00:00,120456
892,230228.0,1.3401,1.35162,1.34076,1.3528,1.3294,2013-11-07 08:00:00,230228
893,168355.0,1.3377,1.34074,1.3366,1.34368,1.33166,2013-11-08 08:00:00,168355
894,14211.0,1.3357,1.33513,1.33617,1.33662,1.33436,2013-11-10 08:00:00,14211
895,100050.0,1.3395,1.33617,1.33925,1.34151,1.33563,2013-11-11 08:00:00,100050
896,156483.0,1.3415,1.33926,1.34502,1.34552,1.33582,2013-11-12 08:00:00,156483
897,173160.0,1.3437,1.34501,1.34664,1.34964,1.33891,2013-11-13 08:00:00,173160
898,154736.0,1.3453,1.34665,1.34543,1.34881,1.34172,2013-11-14 08:00:00,154736
899,97693.0,1.3468,1.34542,1.34938,1.35044,1.3431,2013-11-15 08:00:00,97693
900,11247.0,1.3485,1.34934,1.34885,1.34973,1.34733,2013-11-17 08:00:00,11247
901,118232.0,1.3511,1.34886,1.35064,1.3541,1.34857,2013-11-18 08:00:00,118232
902,151434.0,1.3522,1.35063,1.35498,1.35788,1.34866,2013-11-19 08:00:00,151434
903,173986.0,1.348,1.35497,1.34153,1.35522,1.34126,2013-11-20 08:00:00,173986
904,163622.0,1.3452,1.34153,1.34634,1.34854,1.33984,2013-11-21 08:00:00,163622
905,99878.0,1.3518,1.34635,1.35544,1.35556,1.34625,2013-11-22 08:00:00,99878
906,15266.0,1.3547,1.35474,1.35396,1.35589,1.35381,2013-11-24 08:00:00,15266
907,111327.0,1.3517,1.35396,1.35318,1.35442,1.3489,2013-11-25 08:00:00,111327
908,129748.0,1.3551,1.35319,1.35931,1.35981,1.352,2013-11-26 08:00:00,129748
909,128670.0,1.3585,1.35933,1.35853,1.36119,1.3558,2013-11-27 08:00:00,128670
910,93771.0,1.3599,1.35853,1.36105,1.36205,1.35672,2013-11-28 08:00:00,93771
911,104180.0,1.3605,1.36105,1.3591,1.36205,1.35788,2013-11-29 08:00:00,104180
912,18326.0,1.3596,1.35813,1.36013,1.36109,1.35803,2013-12-01 08:00:00,18326
913,132602.0,1.3551,1.36014,1.3536,1.36147,1.35232,2013-12-02 08:00:00,132602
914,128032.0,1.358,1.3536,1.35892,1.36126,1.35342,2013-12-03 08:00:00,128032
915,160933.0,1.3575,1.35892,1.3602,1.36138,1.35272,2013-12-04 08:00:00,160933
916,195516.0,1.3626,1.36022,1.36626,1.36762,1.3542,2013-12-05 08:00:00,195516
917,140791.0,1.367,1.36627,1.37012,1.37052,1.3618,2013-12-06 08:00:00,140791
918,13359.0,1.3707,1.37121,1.37061,1.37202,1.37001,2013-12-08 08:00:00,13359
919,97133.0,1.3725,1.3706,1.37557,1.37666,1.36931,2013-12-09 08:00:00,97133
920,112614.0,1.3759,1.37558,1.37581,1.37938,1.37391,2013-12-10 08:00:00,112614
921,123218.0,1.3779,1.37581,1.37923,1.38096,1.37392,2013-12-11 08:00:00,123218
922,147856.0,1.3763,1.37921,1.37465,1.38021,1.37363,2013-12-12 08:00:00,147856
923,107885.0,1.3734,1.37465,1.37415,1.37681,1.37081,2013-12-13 08:00:00,107885
924,13458.0,1.375,1.37259,1.37515,1.376,1.37258,2013-12-15 08:00:00,13458
925,116819.0,1.3764,1.37516,1.37684,1.37977,1.37351,2013-12-16 08:00:00,116819
926,122418.0,1.3757,1.37682,1.37731,1.37813,1.3722,2013-12-17 08:00:00,122418
927,207205.0,1.3741,1.37732,1.36564,1.38107,1.36483,2013-12-18 08:00:00,207205
928,140422.0,1.3665,1.36564,1.36349,1.36901,1.36307,2013-12-19 08:00:00,140422
929,120773.0,1.3659,1.36349,1.36663,1.37082,1.36239,2013-12-20 08:00:00,120773
930,8594.0,1.3679,1.36716,1.36771,1.36938,1.36657,2013-12-22 08:00:00,8594
931,85534.0,1.3691,1.36773,1.36785,1.37158,1.36724,2013-12-23 08:00:00,85534
932,35973.0,1.3674,1.36785,1.36739,1.36888,1.36538,2013-12-24 08:00:00,35973
933,32.0,1.3675,1.36727,1.36744,1.36752,1.36727,2013-12-25 08:00:00,32
934,54687.0,1.3696,1.36745,1.3736,1.37442,1.36744,2013-12-26 08:00:00,54687
935,125742.0,1.3797,1.37363,1.37453,1.38924,1.37301,2013-12-27 08:00:00,125742
