,v,vw,o,c,h,l,t,n
2382,363552.0,1.1378,1.13872,1.13776,1.14092,1.13476,2018-08-16 08:00:00,363552
2383,293196.0,1.1402,1.13777,1.14362,1.14449,1.13734,2018-08-17 08:00:00,293196
2384,34822.0,1.1433,1.14373,1.14312,1.14402,1.1427,2018-08-19 08:00:00,34822
2385,300938.0,1.1449,1.1431,1.15247,1.15424,1.13944,2018-08-20 08:00:00,300938
2386,354032.0,1.154,1.15246,1.15756,1.16013,1.14919,2018-08-21 08:00:00,354032
2387,351807.0,1.1589,1.15755,1.15533,1.16229,1.15494,2018-08-22 08:00:00,351807
2388,321678.0,1.1561,1.15534,1.15549,1.15909,1.15299,2018-08-23 08:00:00,321678
2389,296763.0,1.1598,1.15548,1.16194,1.164,1.1552,2018-08-24 08:00:00,296763
2390,46186.0,1.1634,1.16149,1.16265,1.16537,1.16144,2018-08-26 08:00:00,46186
2391,270937.0,1.1648,1.16264,1.16741,1.16972,1.15945,2018-08-27 08:00:00,270937
2392,327146.0,1.1701,1.16741,1.16949,1.17335,1.16625,2018-08-28 08:00:00,327146
2393,375001.0,1.1685,1.16949,1.17003,1.17137,1.16518,2018-08-29 08:00:00,375001
2394,367600.0,1.1675,1.17002,1.16637,1.17182,1.16416,2018-08-30 08:00:00,367600
2395,362172.0,1.1642,1.16636,1.16006,1.16902,1.15846,2018-08-31 08:00:00,362172
2396,32642.0,1.1597,1.15952,1.15989,1.1604,1.15889,2018-09-02 08:00:00,32642
2397,215633.0,1.1611,1.1599,1.1601,1.16279,1.1591,2018-09-03 08:00:00,215633
2398,351300.0,1.1569,1.1601,1.15965,1.16111,1.15301,2018-09-04 08:00:00,351300
2399,398004.0,1.1603,1.15965,1.16344,1.16594,1.15424,2018-09-05 08:00:00,398004
2400,351756.0,1.1628,1.16345,1.16239,1.16554,1.16054,2018-09-06 08:00:00,351756
2401,342143.0,1.1598,1.16238,1.15515,1.16495,1.15505,2018-09-07 08:00:00,342143
2402,35275.0,1.1555,1.1549,1.15441,1.15642,1.1542,2018-09-09 08:00:00,35275
2403,256243.0,1.1583,1.15442,1.15981,1.16164,1.15257,2018-09-10 08:00:00,256243
2404,283286.0,1.1596,1.1598,1.15858,1.16443,1.15654,2018-09-11 08:00:00,283286
2405,318647.0,1.1607,1.15859,1.16374,1.16497,1.15701,2018-09-12 08:00:00,318647
2406,315065.0,1.1661,1.16374,1.1693,1.1701,1.16091,2018-09-13 08:00:00,315065
2407,250830.0,1.1676,1.16931,1.16212,1.17216,1.16206,2018-09-14 08:00:00,250830
2408,20221.0,1.163,1.16229,1.16361,1.16367,1.16219,2018-09-16 08:00:00,20221
2409,250985.0,1.1671,1.16365,1.16953,1.1703,1.16179,2018-09-17 08:00:00,250985
2410,333232.0,1.1688,1.16954,1.16741,1.17245,1.16521,2018-09-18 08:00:00,333232
2411,319937.0,1.1681,1.16741,1.16784,1.17149,1.165,2018-09-19 08:00:00,319937
2412,335636.0,1.174,1.16783,1.1784,1.17854,1.16775,2018-09-20 08:00:00,335636
2413,292301.0,1.1766,1.17841,1.17466,1.18028,1.17327,2018-09-21 08:00:00,292301
2414,18877.0,1.1744,1.17447,1.17421,1.17527,1.17373,2018-09-23 08:00:00,18877
2415,281300.0,1.1766,1.17422,1.17404,1.18153,1.17241,2018-09-24 08:00:00,281300
2416,308970.0,1.1767,1.17404,1.17664,1.17927,1.17334,2018-09-25 08:00:00,308970
2417,376083.0,1.1755,1.17664,1.17509,1.1798,1.17259,2018-09-26 08:00:00,376083
2418,389216.0,1.169,1.17509,1.16477,1.17524,1.16331,2018-09-27 08:00:00,389216
2419,306374.0,1.1606,1.16478,1.16028,1.16512,1.15697,2018-09-28 08:00:00,306374
2420,28422.0,1.1603,1.16168,1.15963,1.16178,1.15933,2018-09-30 08:00:00,28422
2421,284550.0,1.1592,1.15963,1.15703,1.16248,1.15636,2018-10-01 08:00:00,284550
2422,372478.0,1.1543,1.15703,1.158,1.15937,1.15052,2018-10-02 08:00:00,372478
2423,366429.0,1.154,1.158,1.14725,1.15928,1.14643,2018-10-03 08:00:00,366429
2424,359145.0,1.1503,1.14725,1.15064,1.15428,1.14634,2018-10-04 08:00:00,359145
2425,350273.0,1.1513,1.15065,1.15193,1.15497,1.14839,2018-10-05 08:00:00,350273
2426,29660.0,1.152,1.15209,1.15125,1.15297,1.15108,2018-10-07 08:00:00,29660
2427,245421.0,1.1484,1.15125,1.14903,1.1516,1.14599,2018-10-08 08:00:00,245421
2428,390674.0,1.1471,1.14903,1.15104,1.15155,1.14322,2018-10-09 08:00:00,390674
2429,410378.0,1.1518,1.15105,1.15682,1.15724,1.14798,2018-10-10 08:00:00,410378
2430,509432.0,1.157,1.15682,1.16027,1.16092,1.15351,2018-10-11 08:00:00,509432
2431,311069.0,1.1572,1.16028,1.15573,1.16104,1.15343,2018-10-12 08:00:00,311069
2432,32126.0,1.1551,1.154,1.15473,1.15559,1.154,2018-10-14 08:00:00,32126
2433,312731.0,1.1581,1.15474,1.15762,1.16063,1.1543,2018-10-15 08:00:00,312731
2434,299697.0,1.1583,1.15763,1.1561,1.16217,1.15569,2018-10-16 08:00:00,299697
2435,367627.0,1.1537,1.15611,1.15,1.15779,1.14942,2018-10-17 08:00:00,367627
2436,366920.0,1.149,1.15,1.14577,1.15274,1.14491,2018-10-18 08:00:00,366920
2437,334388.0,1.1476,1.14577,1.15128,1.15346,1.14329,2018-10-19 08:00:00,334388
2438,33050.0,1.1509,1.15148,1.15147,1.1518,1.14981,2018-10-21 08:00:00,33050
2439,292759.0,1.1493,1.15146,1.14544,1.15504,1.14531,2018-10-22 08:00:00,292759
2440,390106.0,1.1469,1.14544,1.14711,1.14938,1.14395,2018-10-23 08:00:00,390106
2441,426752.0,1.1413,1.14711,1.14113,1.14769,1.13788,2018-10-24 08:00:00,426752
2442,379354.0,1.1393,1.14112,1.13651,1.14326,1.13561,2018-10-25 08:00:00,379354
2443,336854.0,1.1373,1.13651,1.14034,1.14212,1.13356,2018-10-26 08:00:00,336854
2444,26825.0,1.1395,1.13923,1.13945,1.14038,1.13864,2018-10-28 08:00:00,26825
2445,319141.0,1.1388,1.13946,1.13818,1.14164,1.13605,2018-10-29 08:00:00,319141
2446,273166.0,1.1362,1.13818,1.13409,1.13879,1.1339,2018-10-30 08:00:00,273166
2447,326752.0,1.133,1.13408,1.13463,1.13604,1.13021,2018-10-31 08:00:00,326752
2448,313404.0,1.1389,1.13463,1.14003,1.14241,1.13377,2018-11-01 08:00:00,313404
2449,367295.0,1.1417,1.14003,1.13871,1.14559,1.13722,2018-11-02 08:00:00,367295
2450,43029.0,1.1391,1.13865,1.13847,1.13996,1.13827,2018-11-04 08:00:00,43029
2451,280098.0,1.1392,1.13847,1.13998,1.14243,1.1354,2018-11-05 08:00:00,280098
2452,388423.0,1.1421,1.13998,1.14574,1.14731,1.13915,2018-11-06 08:00:00,388423
2453,394506.0,1.1467,1.14574,1.14248,1.15,1.14225,2018-11-07 08:00:00,394506
2454,384889.0,1.1408,1.14248,1.13476,1.14467,1.1341,2018-11-08 08:00:00,384889
2455,304053.0,1.1341,1.13477,1.13351,1.136,1.13162,2018-11-09 08:00:00,304053
2456,38053.0,1.1324,1.13216,1.13231,1.13306,1.13133,2018-11-11 08:00:00,38053
2457,356332.0,1.1258,1.13231,1.12463,1.13233,1.12155,2018-11-12 08:00:00,356332
2458,422117.0,1.1265,1.12464,1.12873,1.13208,1.12219,2018-11-13 08:00:00,422117
2459,450292.0,1.1303,1.12873,1.13378,1.13479,1.1263,2018-11-14 08:00:00,450292
2460,447804.0,1.1318,1.13377,1.13339,1.13624,1.12705,2018-11-15 08:00:00,447804
2461,327514.0,1.1373,1.1334,1.14161,1.14203,1.13217,2018-11-16 08:00:00,327514
2462,39829.0,1.1411,1.14125,1.13979,1.14213,1.13972,2018-11-18 08:00:00,39829
2463,282893.0,1.1435,1.13978,1.14461,1.14644,1.13939,2018-11-19 08:00:00,282893
2464,358108.0,1.1409,1.14461,1.13778,1.14724,1.13586,2018-11-20 08:00:00,358108
2465,341673.0,1.1396,1.13778,1.13922,1.14248,1.13672,2018-11-21 08:00:00,341673
